51383	50416	49810	49727	51694	54899	58962	59742	62250	62086	61468	60485	58922	60800	61212	62885	62386	62669	62224	61147	60436	59406	55844	54801	54587	49592	45354	35619	32246	26643	21028	18797	18962	15658	16493	16878	16859	15615	16956	13644	11734	8146	6726	3623	3117	1965	2446	2009	1905	2707	2371	4961	6156	5846	7880	7439	6990	7458	7998	9865	9984	8679	5911	3766	3670	3030	2761	3526	7707	8210	9304	9710	14102	21938	32110	36601	47891	55131	56420	58751	57943	61209	60224	60434	62025	62575	60265	62428	63362	64211	64726	64314	64012	63530	62606	62236	64415	64186	65102	65243	64641	65176	64729	64771	64676	64863	65106	65181	65014	64786	65025	65470	64965	64391	63301	62123	62335	62312	61805	59944	59327	52886	52205	45139	40901	33138	28589	23230	19921	18050	13292	8327	7344	6756	7926	10359	13764	19264	21752	24086	25552	29131	24190	22604	19606	16891	15909	16445	20741	18437	19336	14575	13214	16102	13447	13526	13070	12973	11377	13718	14096	12408	14857	11362	10291	12053	13741	20443	24518	27054	30250	36027	37115	42721	45023	49751	54500	56865	56435	55842	55572	56291	56762	55271	57272	58458	55473	54525
50217	51488	49511	48909	51601	54540	56703	59947	61822	62325	61813	61413	60221	61603	61595	62250	62585	62932	62316	62190	61504	58081	57025	54775	49989	49812	41661	32579	25214	19940	20175	17471	19086	16442	16131	17173	16494	16545	12655	12071	10374	8951	6073	5541	2630	2487	3060	2921	2533	2517	4144	4146	5879	6181	7343	6288	7636	8443	10678	13809	11074	10766	4979	3427	2551	3398	4173	5061	9750	10381	11258	11165	15020	24331	30155	41707	46778	51324	56670	58466	58680	58593	59911	59815	61778	62209	62501	61802	63196	63527	64067	64276	63629	62137	61652	62430	63564	65023	65359	64884	65288	65236	64503	64547	64448	64407	65100	64024	64626	64939	65170	64960	65077	64493	61774	63332	61715	62519	59520	61336	56256	53836	48023	43429	39668	29638	24262	19932	16079	11651	7894	4840	7461	6075	6162	8783	14667	17080	21547	22600	24376	21607	24936	19647	16008	14220	14734	16071	19448	17574	12843	11661	11630	13402	11941	14426	11514	10296	10093	11999	13294	11801	11016	9809	11143	11817	16799	20182	23754	21980	31267	34396	42149	42037	45456	51795	54984	58587	56372	56126	56344	56001	54576	55220	55708	56859	54246	53426
49974	54013	52386	53243	53614	57172	58328	62212	61199	63287	62515	61658	61662	61484	62866	61973	61762	62527	62270	61710	60205	59933	56360	52101	52116	48206	43468	32849	24704	20423	18124	20349	19055	17171	17607	19106	20169	15637	14771	13275	9750	8187	4871	4202	3008	2698	2451	2003	3128	2663	3481	6145	6504	7122	6874	8660	10061	9286	11568	11862	14045	9343	5117	2810	1879	3461	4817	6752	9174	11222	11425	14050	17357	25445	33626	42770	46852	53228	56567	58703	58133	57084	60513	59808	61960	61642	62211	62719	63529	63725	64073	64342	63447	62390	61664	62486	64719	65112	64963	65316	65270	64908	65083	64804	64663	63788	64064	63815	64842	64925	65224	64644	65110	63921	63589	63182	61041	61564	60972	59009	58052	52514	48014	43802	38306	30621	19885	15639	13298	10041	10064	7532	6680	6504	8535	7844	12277	17290	17714	23371	22678	22467	21937	17311	18630	14878	14291	13569	17859	17468	15137	12316	11461	11381	13220	11876	10671	10208	9411	12246	14578	11425	11348	12645	10979	11911	15333	19370	22494	26477	28971	34651	39221	46433	47468	52822	55323	58007	56892	56018	55092	54886	57050	56101	56331	55117	55239	53257
53940	51909	51171	48726	49681	54568	57493	59945	61439	62808	63220	61618	58187	59754	60833	60773	61577	60607	61184	60862	59081	56388	55205	53817	51738	48913	43715	33342	24974	17928	19264	19197	17096	20299	18970	17273	18056	14829	14808	13519	11948	9835	7887	4632	2862	2572	2445	2636	2408	2677	3767	5197	5970	7021	6660	9089	8671	9404	9074	13442	12398	10202	4782	3753	3053	2582	4823	7180	9225	10605	9232	13310	18441	26338	35388	42049	49494	53043	58286	57973	58369	58627	59254	58873	61738	63311	61978	62666	63990	63363	64767	64660	63836	63023	62773	63601	64570	64955	65317	65122	65391	64643	64938	65099	64265	64596	64559	64355	64701	65222	64984	65208	64914	64645	63911	62903	62684	62800	63085	60450	58041	54816	50697	46570	41533	35180	24655	20383	15673	11474	8598	8557	7386	6979	7840	7537	13336	13289	21678	25968	26457	26928	23261	20290	14891	14076	17812	18136	17531	18953	16142	11336	13298	10647	12101	13934	14206	11598	10275	14257	13794	11956	11844	13768	11181	14704	16085	22461	23364	27475	31862	33937	39926	42900	46840	53211	56621	57054	58429	57589	57526	56605	55697	57476	56795	56444	55154	54922
50090	49741	50857	50713	51259	54060	56527	58880	60521	62560	61307	62926	61015	60886	60222	59828	60860	61611	60204	61568	59330	56812	54680	53418	50334	48910	43828	34701	29653	18382	17219	15024	17061	18293	21405	20208	19579	16045	17967	13865	13625	10640	9132	5255	4178	3049	2550	2349	2935	2525	4238	3914	6597	8581	7683	10197	8276	9361	12498	14976	11001	9868	6462	4736	3439	2725	3945	8024	9068	10193	9625	11232	18524	24198	33386	40015	48476	52938	56929	57333	57991	59558	59772	60515	61550	62460	62765	62306	61865	62957	63835	64116	64103	62125	62056	63508	63451	64939	64786	65005	65257	65043	64574	65097	64566	64546	64462	64365	64742	65141	65342	65341	65028	64919	64095	64044	62028	61935	62549	62244	59926	55583	49782	46709	40056	31506	24528	19088	15455	11473	7458	6889	7739	10555	8817	9188	10462	14404	17955	19663	23129	24254	21823	20429	16337	18735	15839	15332	18835	17239	16709	12558	11658	13361	12052	12393	12459	10454	9867	11396	9572	11950	11524	8431	11730	11842	16198	19750	19643	23498	29134	35226	39341	41948	47336	50912	55090	56463	59113	55504	57958	55378	57153	54314	56440	56775	55546	53416
54064	53656	52152	53337	51667	52859	57010	58849	61776	63010	63347	62794	62093	61069	61522	61267	62414	61109	60012	60525	59507	56141	57017	52315	49373	45003	41364	34854	27625	19354	17561	14217	18658	18245	22991	20490	20750	18355	18447	15326	15331	11695	7226	6726	3841	2885	2211	2337	2271	4295	3752	3962	6538	7775	8602	10327	7553	13514	14696	15605	15041	11372	9345	3444	3065	3483	4013	4886	8829	10399	12240	12340	18270	24428	33683	40154	48122	54989	57406	56726	58933	58823	60041	62310	62037	63098	61156	63040	63018	63193	63927	63888	64457	62919	62756	62447	63419	64819	65042	65254	65287	65259	65084	64930	65040	64632	65174	64936	64934	64976	65115	64985	65033	65058	62916	61613	61181	61699	62334	61036	59306	55322	48146	45328	36717	28156	23227	19193	12807	8845	8907	7923	9385	9039	7917	6277	11058	12985	17033	22581	25177	24958	20995	15000	14120	14061	14739	16234	18146	16322	12668	12363	11809	11177	11643	9952	9432	9045	8086	8278	10741	10274	10909	10650	10957	12193	15476	18225	23090	23211	27076	33187	37884	42041	45130	53118	54695	57775	56932	57924	56386	55513	56449	56992	58057	57760	55752	54857
50813	50896	50065	49055	48617	53392	54986	58562	61629	62708	62730	62094	61356	60916	61477	61192	61232	60548	59351	59528	55939	57566	55019	52115	49103	43880	37928	29854	22954	17885	16695	14416	17741	18617	18285	21563	18522	15684	16095	16098	11945	10426	8679	6238	3059	2662	1730	1653	2693	2432	3962	4315	5744	7115	7194	9139	9327	11230	11487	17365	13449	11468	5953	4010	3350	3893	4127	5418	9677	8196	9769	12937	18349	26267	32125	40672	52574	54688	56481	58796	57759	60122	61271	61337	62118	63039	62356	63222	63059	63892	64009	64588	64375	63833	62425	63375	64222	65185	64851	65178	64871	65139	65165	64989	64981	65046	65191	65040	65282	65150	65164	65372	65132	64438	63501	61920	62164	62517	62820	62598	58813	55894	49928	40740	36902	30355	21277	21645	16815	9868	7851	8958	7883	8358	7615	8592	12729	15850	21938	22080	26223	22979	21985	19569	15621	16725	18321	19227	19056	14903	16164	12453	13728	14668	12819	12272	11885	10148	11537	10657	12506	11688	12119	12160	10393	12060	16437	20436	22909	26218	31833	35531	39070	44808	48168	53170	54725	59367	58345	60007	57710	56693	54900	58221	59437	58165	57647	56234
52073	50414	50960	49229	50375	52518	57019	59388	61332	62914	62018	60720	59995	59970	58461	61252	61535	59783	57076	59246	60134	55585	53139	50568	46866	40554	35828	27737	22617	20699	18137	16426	15817	16562	18811	18635	16132	14214	12490	15058	11197	10551	7604	5333	2287	1535	1418	2102	1793	3983	3233	5321	5349	7659	7447	6682	9322	10816	11594	12686	11904	8658	3656	3599	2537	3621	4182	4554	6753	8546	8526	11540	19321	28314	33040	43706	49658	56309	58168	59772	59353	58870	60900	63246	63126	62351	62610	63118	63541	64341	65081	64011	64664	63467	63066	63998	64093	64901	65358	65239	65387	65076	65095	64932	65163	64978	64969	64693	64928	65203	65415	65043	65168	64895	63931	62391	60876	62083	63834	61789	57822	55617	45655	37258	33023	26891	22305	18773	14026	9703	6327	6376	8708	10623	8788	10491	13247	17204	19546	24040	26255	23837	23218	17261	15258	15919	15504	19803	18811	16639	14296	12094	11876	14375	15298	12286	10411	7472	10088	9515	10227	10001	10399	11170	10346	12470	14998	19469	24358	26615	29820	35960	40924	44712	48883	51969	56371	57120	59345	57718	57968	57970	56232	57350	58117	58138	57683	56835
51704	53380	51341	51980	50820	53358	56973	59710	60795	63276	62073	62104	60452	60192	61925	62051	61851	62229	60862	60406	60120	57783	52923	50508	46503	43062	34651	30032	22770	20600	20729	15967	17693	16496	18976	16962	15533	15531	12372	13573	12023	11487	7335	5737	2465	1875	1601	1758	3011	3221	3001	5324	6304	6765	7644	8717	8468	9810	9904	13339	12598	9665	5248	3338	2978	3566	4163	6420	5503	9410	10715	11635	18519	25374	35973	44993	53249	55441	57492	58870	58814	60675	61041	61606	61764	62314	63408	62809	63360	63187	64601	64826	63713	63898	62715	63668	64182	64762	64927	65383	65445	65092	64853	64931	64753	65380	65144	64803	64621	64950	64867	65425	65169	64657	63822	61490	62148	61756	62357	62019	61134	52479	48286	41390	31665	27580	22417	17035	13145	8212	7083	7730	6672	8221	6791	9438	10957	16424	19340	22094	22632	21278	22293	16998	13243	14953	15147	17220	17960	16432	13521	10557	11845	10106	11960	11479	10648	6362	7357	8941	10350	7872	10259	8885	9190	11678	17268	18186	22690	26060	27328	35104	38582	45421	47927	51007	56828	55853	58603	58850	56631	57977	58634	56873	55891	60523	56590	56636
50579	53188	52182	49491	50211	49202	57582	58088	61792	61235	60953	62257	59897	58153	60194	60639	61123	60379	62226	59566	59759	58073	53581	52368	45011	42643	38816	28571	26493	21498	18609	17817	17123	17569	18127	19119	16264	14785	13411	15353	13748	9770	9558	5500	3184	2061	1695	2241	2932	2923	3624	5689	5631	5876	6943	7150	8540	11234	10691	12493	12089	8430	7178	3667	3577	2571	4742	3550	5241	6197	6748	9271	17377	24739	31678	39003	50104	54227	56495	57615	58586	58988	59463	61144	61782	61776	62134	62245	62727	63445	64644	64374	64659	63188	62682	63326	63736	64952	65258	65339	64821	65224	65245	65068	65323	64980	65106	65035	64604	65333	65118	65345	65096	64585	64231	62619	62498	63119	63855	62953	60689	57639	50415	45640	38377	30927	24503	19485	14612	9563	7417	8503	8002	9395	9868	9603	12941	16527	19244	23971	25580	22749	21818	19444	17204	13112	14041	16386	16865	15968	15633	13632	11385	13559	12585	14060	9894	11805	10624	11055	11516	11364	11288	10978	10943	10210	14485	20965	23830	23657	31009	32525	35897	41081	47923	52092	53669	58253	60109	59468	58562	56521	58177	57814	59589	59957	57712	59224
