4386	2107	4266	5248	3264	2778	3213	4770	4055	4352	3059	2446	2514	3804	2425	3626	2741	1885	1831	2254	2146	1960	2232	2133	4895	9458	10205	10859	7619	11689	10019	3299	5822	17014	20585	35309	50441	56073	59445	57590	33457	36976	53663	54165	48722	48265	53559	61410	62599	60981	61294	63520	62441	56640	49464	37942	29671	18002	19665	23098	26647	19519	7601	8612	9580	6188	6672	7388	14914	12206	7274	5186	7000	5634	4957	16190	44978	52973	54912	62404	62838	64415	65004	63690	63367	65300	64597	63110	63679	64229	65116	64685	62693	62822	62924	63053	57107	35011	19760	13423	6502	6846	17289	22113	18238	9402	12545	17489	16517	20325	20317	14603	13051	10889	8314	12587	11351	9850	24239	48287	59956	60607	59748	64327	64740	64292	63746	61165	65015	64740	63216	64140	64292	64038	62925	60530	60978	62728	64060	56960	33623	21842	22197	25109	22516	9220	7343	7471	5834	3175	3829	4828	5991	4123	3073	2750	2117	3047	2867	3190	1934	2622	3662	2964	3461	3268	2957	2167	2404	3535	4543	4872	3834	3540	1945
4362	3494	4169	4637	3790	3352	3256	3314	4607	4160	3718	3619	2354	3077	3217	3283	3533	2544	2248	2159	2061	3512	2679	2717	5384	8279	7390	9017	11308	14954	11854	5564	5035	13862	14727	29296	48283	50184	51033	51796	26631	35291	52079	47666	45797	47184	48305	57049	58582	53922	58191	62704	59349	56750	48265	36573	26691	23499	25789	25030	21808	16520	8133	6728	7068	8741	9064	7035	15427	14057	5552	4772	8538	8820	4052	10207	37155	48971	50672	59401	63540	63690	63711	59775	59593	63950	62755	62076	61812	61179	62863	61100	59924	58999	61155	59025	50443	24990	13518	11257	5649	5810	13134	16862	16251	8874	15798	16011	17789	23642	20660	15975	17056	10724	8280	11426	10031	11174	18242	38784	52710	50881	53260	61288	61711	60483	56677	54074	61625	63447	60016	60749	62589	62256	61146	58136	63171	63315	61703	57482	38501	27504	30166	29311	22737	11241	6251	6546	6820	4816	3731	4377	4785	4523	3384	2734	2518	2470	2068	3436	2493	2752	2872	3164	3306	2466	2702	2184	2436	3067	3206	4127	3190	2965	1873
4376	4364	5234	5298	5282	5665	4325	4348	5576	4524	4978	3317	3902	3725	4900	3068	4767	3443	2903	1961	3132	4261	3100	2961	6658	9818	6625	9340	13605	18752	18009	6805	5342	11201	19706	38423	55525	53415	52096	46067	32055	43554	53650	54175	54504	54579	55639	59901	61629	57439	60418	63305	60409	51468	49717	33421	24236	25087	29741	28932	23872	18372	8227	8668	7384	6831	7049	7669	14123	15748	5070	4562	12476	11785	8299	15172	39632	49629	50458	58677	63188	61450	60958	58695	60679	64399	63397	60935	60438	59437	58881	60592	55302	54146	58961	56755	42840	29978	17087	7690	5679	8278	16001	19582	15108	9553	13407	18693	18918	20581	22153	16696	17668	12509	9090	14815	13903	12283	21564	37630	46045	45178	49961	57078	44444	40924	36182	44069	56673	53084	42535	44308	45619	48206	45909	37003	47582	53322	51004	52864	42230	26595	30300	28172	21026	11223	7004	8738	8582	5103	3134	4471	5542	5228	3099	3941	3520	1324	2871	2509	3491	3055	3067	2095	2238	2718	3333	2758	2227	2896	3630	3720	3234	4162	2348
4611	3075	4463	5866	4468	4477	5023	5129	5236	4571	5616	4190	4254	5495	4721	5380	4266	4027	3105	3425	2503	3743	1922	3763	6302	11141	10168	9413	13709	23219	18461	7191	8207	18519	27990	37491	50877	52311	50700	51689	36065	43984	54333	52710	55539	55666	53956	59467	62520	59448	59688	63216	61136	53308	48025	39308	25247	25574	29453	26733	22568	18575	9409	6734	9713	9538	7618	9070	13735	18173	8736	5803	13548	15241	10795	23593	39188	50942	55564	60326	62219	60200	61726	62202	62048	64103	63543	61957	59916	60550	63072	63522	58797	59368	62389	57727	48629	36286	22187	11417	6033	7229	13121	19895	16087	10563	15364	16227	18134	22223	21815	18968	18323	12554	8548	16227	17233	18128	28702	42179	51125	50884	54516	52092	44324	45205	48625	49927	58891	56408	44600	49055	50471	52987	50997	39955	46539	51172	48023	48251	36019	16061	16786	21103	22033	17794	11717	9319	7400	4973	2557	5952	5108	5511	2293	2179	2556	1814	2059	1516	1965	2452	2611	2544	2827	1716	2092	2352	2833	3533	4650	3768	4586	4106	3415
4369	3049	4064	4241	4737	5251	5988	6026	5223	5727	5747	4299	5365	4860	6381	4966	3587	3801	3848	2910	2365	3454	4001	3061	5610	9785	8809	6182	10960	19336	15841	5162	10539	24628	31937	39184	52047	57858	56127	55773	41587	48606	56328	55249	55946	57659	56291	61237	64255	60318	61077	63050	61287	56808	53822	42533	30434	30668	33373	24608	24943	17941	9008	7366	9980	8776	10275	8214	18559	16603	7358	5689	13623	16004	14672	25434	44208	53350	56042	61891	61669	62308	61809	62194	63142	64575	64670	63104	63683	63433	64191	64396	61831	61541	63525	60711	54589	44703	31697	18186	10229	8437	17249	16986	18242	10958	14423	18805	19376	23403	22615	17140	17605	13232	10922	14656	16847	21242	28810	45266	50518	51805	52609	53358	51141	52859	52949	51341	60837	58774	50268	50895	55093	53617	52813	45568	47919	53357	55719	55377	47122	19722	17731	24308	27574	21427	11670	8866	7120	6491	3525	4438	3068	4453	3704	1928	1729	2326	2036	2368	2454	1511	2843	1685	2899	2906	2826	2295	2497	3227	2603	2908	3981	4752	2653
3864	3793	5058	6169	5751	7237	5002	4784	5214	5347	5262	5968	6203	6290	5852	5242	4915	4304	4310	2895	3586	4576	2674	3631	7722	11880	10745	7907	13405	20901	15351	5504	7944	18334	22927	38413	52274	54106	52704	49147	39910	46608	55334	55829	56304	58077	56888	61814	63097	57846	60905	64609	61993	60373	50896	43012	31718	32313	35180	25234	23748	17382	9379	8272	7961	10670	6965	9216	16336	17347	9303	6679	11025	12537	11578	27676	47493	48435	54931	61588	62668	62278	64016	60709	61839	64468	64140	62040	63226	62567	63987	64660	62583	61943	63915	61225	52391	38707	26566	13702	9750	6797	10298	12924	15650	9910	12731	18417	19643	21317	18841	16142	18244	13274	9327	12853	16508	18731	28597	41153	48458	42432	44352	51240	51305	54705	53048	45658	60608	58725	51419	52572	54457	55721	54740	46495	50332	55967	56903	61024	52903	28606	21752	34093	34181	20553	10530	9138	7765	8059	4708	5517	4982	3710	2778	2751	3186	3066	2272	1925	1974	2530	3013	3132	3435	2634	3650	3432	2419	2748	3311	4379	2954	5059	2581
4696	4579	5816	5815	4598	6689	4342	5244	5959	5114	5606	5290	5726	4054	5872	4442	4803	3861	3015	4336	2653	4412	3829	4785	7888	13800	10647	9561	13617	23253	16933	9133	10926	23449	31897	46554	57993	56876	53832	51365	42478	53688	58408	56918	59828	61073	61772	63511	62852	61958	61194	64102	62567	56334	51130	37880	23210	30982	30300	24310	20464	13719	7903	7720	7697	7651	7559	9815	16926	18981	8051	7816	11521	17351	16906	27517	47810	52758	56025	61224	61931	58298	61626	60684	62642	64246	63618	63373	63054	62568	64233	64032	62166	60330	62898	57968	47695	33452	19759	10226	9608	7885	9636	14959	12837	9355	16941	19271	20523	23537	20721	19392	16852	13150	10943	14026	15036	18440	27674	39126	39879	37659	38585	44232	38299	49474	45997	46704	55494	56801	45580	43725	49389	50041	50283	44516	48015	49506	55806	60823	54011	28444	24122	35053	34951	19668	13050	8151	6515	5111	4478	4505	4215	3019	4147	2439	2660	1704	1898	2364	1699	2572	2998	2990	3799	2817	2574	2424	2244	2447	4143	3459	4119	4229	3016
2506	4503	4428	4807	5603	5000	3641	5557	5399	5634	4989	3964	4812	4214	4949	5693	3687	2718	2415	5030	3315	3260	3521	5438	8682	14166	11951	8542	11851	25067	16427	8164	8921	22051	30917	43227	53311	50940	50801	52043	44433	46710	58131	56846	59268	59033	58617	61798	61873	58407	60506	63849	62860	55501	50980	33665	22665	24943	28708	23629	22389	12488	7599	7990	6813	7652	7662	8421	11356	14399	5934	5367	9731	14601	15886	32851	48383	55102	59481	61751	60533	61005	64330	61782	62593	64650	63956	62262	63083	64263	64077	64155	60719	60108	61817	56696	44990	34495	19960	13198	9910	8248	14379	18535	17751	13893	15379	21527	22726	22814	20068	17964	20104	14689	14073	18656	21409	23964	36943	44348	46440	44583	44048	45640	45100	50107	47159	42458	55622	54392	41833	43167	47246	48160	43533	38741	42812	45533	51671	59936	54310	28165	24018	32027	32682	22688	11791	6878	5965	4570	3781	4623	5620	3865	1817	2061	2216	2910	2135	2427	2232	2748	2449	2468	2345	2978	3376	3494	2458	3443	3879	5306	7115	5224	2603
3032	4939	5912	7074	5647	7703	4998	6711	5348	5377	6934	5470	4437	5287	4741	5474	3761	3113	3889	3245	4511	4937	5729	4930	11090	14423	15481	10339	17668	28254	18960	6042	10143	20989	33319	45077	53011	52030	52557	54539	42335	45798	55458	57165	57596	60177	61289	63923	64230	61549	60827	64622	62714	58150	43337	30973	20196	23281	29052	23188	21053	12522	7805	7664	7035	8493	7978	8700	10477	15556	8207	4447	9474	13497	11565	25652	41222	51262	56219	58978	61464	60368	61933	59426	61941	64414	63871	64062	63460	63824	63820	64558	61152	60127	61783	57340	44938	29830	17401	8275	8280	6288	12227	14645	15663	8520	12606	17794	19096	20718	17349	15533	16154	13022	10444	17823	20730	24490	36592	44157	48158	46949	47946	46140	45796	49242	46080	42398	56347	53932	39649	40832	44110	47178	47075	37795	35587	43714	49475	58789	51091	26897	26938	30562	28852	21856	12993	7823	6057	5827	4823	5269	5396	3559	3001	2298	2649	2943	3404	2311	2416	2274	3628	3321	2808	3364	3326	3134	3572	4128	4515	4950	5187	4944	4545
3503	5973	5776	5388	9196	8930	5490	6290	6531	4840	5467	6797	5480	5093	4127	3546	4388	2705	2954	4040	6081	5118	5553	6764	10464	17438	15100	12298	17527	30451	19913	12828	12477	22999	31345	44677	53429	48909	52225	51534	37047	49288	56661	57845	56685	58077	60106	63110	63895	61927	62899	64755	61676	51909	43728	24943	14385	20952	26751	20744	17570	11565	7630	6891	6401	7625	7171	8293	11588	14298	7983	3298	6329	9885	13496	27827	44471	52703	57268	59120	59850	60875	62234	59066	60079	65005	64580	63123	62777	62545	63768	63690	60881	60472	61627	54142	43226	24403	13723	6628	6966	7088	13959	16494	15586	11778	15514	18032	18382	18414	15745	16771	15876	12530	10289	16084	14313	21508	30724	43516	48294	49878	47387	48951	46252	50502	47101	46840	56442	57317	42677	37794	45941	44479	46325	38101	33355	36631	48593	56988	52586	27334	28571	32135	27173	21072	12535	7644	6224	6537	4371	5697	4730	3901	2527	2722	2375	3230	2706	3007	2257	2658	2515	2951	4262	4149	3415	3299	2655	2890	4053	4039	4496	4816	3574
3692	5985	4588	6049	8086	5986	6023	5690	4597	4833	4039	4800	3819	4897	3401	2072	2733	2643	2412	4002	3689	4187	4858	6419	12506	18932	11676	10819	17998	26808	18171	8577	11050	21319	31861	41797	50643	47212	48573	49541	34659	47591	55336	56306	54206	56257	57650	62848	63072	58393	60521	64050	59132	51282	40179	28303	14484	20021	27884	23084	17212	8600	8899	10212	8352	6582	8691	8393	11537	13047	6107	3795	8665	11583	13876	32189	48007	52555	55774	59709	61424	61252	61557	60134	61819	65074	63074	62891	61314	61638	63937	64100	60449	58622	61006	54869	41766	26821	16434	7714	7246	9247	17585	20348	18955	12791	17984	17966	19711	20106	19671	17955	17756	12786	10080	16420	19770	23775	37135	46213	45760	45043	44513	45347	45175	48063	48937	45624	55976	52336	42144	43633	44411	45736	46524	36788	32936	41985	50872	57753	52478	26345	28121	27501	23116	19663	12730	5795	5658	4262	3637	3586	3604	3390	2591	2798	2125	1560	2715	3322	3499	3705	3308	4199	3060	3030	2775	2192	2664	3372	6066	5184	6381	5123	3037
4781	5450	5732	7020	6857	6119	5978	5411	4981	3800	5277	4963	3918	3728	5258	2361	3349	2719	2598	2970	2912	5107	5185	8169	12798	19011	17514	13649	23681	33518	22114	10092	8833	19384	30923	37138	48509	45275	46783	46823	32096	44482	55215	55328	56342	55421	57931	63985	63426	60193	63380	63517	58683	49215	41532	28463	15785	20456	29592	21649	16191	8940	9017	7917	6013	6599	7092	6109	10679	12606	4972	2424	8201	11382	15179	29311	48662	53330	58720	60487	61657	61760	62089	62319	62809	64692	64140	62771	63193	63743	64036	64452	61742	58930	60863	52658	38983	23244	15996	6942	6881	11149	14095	17553	18028	14390	15632	20371	19098	18356	18423	17547	14799	12834	13047	16910	23600	31181	38568	50464	48150	47945	46504	46941	45694	48231	48428	47570	56090	50374	40280	39681	40578	43777	47010	36493	33569	44006	49763	55193	54342	30273	29514	33100	24646	23212	13625	6365	7971	5750	2958	3399	3506	3273	2360	1542	3153	2145	3398	3480	2348	2788	1844	3563	2908	4040	2779	3473	5612	4761	6087	6266	4678	5057	4027
6322	6437	7572	9370	8209	9412	8316	6305	7484	5997	5393	5488	4262	4234	3673	2601	2234	2933	2620	3015	3723	4212	6645	6921	14331	18524	19007	15577	23536	32609	23201	11708	15518	22462	29412	38244	48219	44154	47742	46424	33599	47439	54986	55234	56440	56874	60022	64112	62608	60234	62718	63360	59435	52600	40201	27131	21966	27388	25033	25127	16237	9505	7737	9148	6728	8296	6717	7735	9267	11780	6059	2506	7780	13376	14122	26106	47075	51997	54833	58919	59652	58777	61973	60882	61634	64334	63682	63062	62962	63246	64014	64127	59485	56049	60126	52093	35996	19703	14809	7434	9168	11081	15588	17120	18956	14369	14227	18573	15364	17406	14640	15093	14208	11978	9429	17066	21367	29109	39160	47344	47675	45044	49197	45003	42418	48780	48226	45825	54537	52263	39073	43341	41809	44102	43365	35956	29232	46242	47339	52580	55532	33831	31483	34533	26277	25084	16023	8241	7756	7843	3610	2477	3602	3646	3402	2451	3710	2215	4241	4372	3293	2071	3273	3214	3762	3594	4882	5121	4182	5049	6225	4398	7215	6990	6902
5638	7069	7693	9651	7490	7844	6481	6089	4167	4344	5275	5560	5714	3433	3772	2803	2767	2581	1883	2651	3503	4389	6514	7520	11214	18074	13964	14150	18362	29980	16668	10407	10906	22936	29909	38026	47932	45897	49651	50308	34795	44789	56347	55455	55997	58945	59719	63332	60018	58721	63493	63816	59795	53753	42319	28832	22955	24268	25644	21507	17273	7409	6505	6420	6578	7298	7871	7678	9871	10231	5936	3694	7394	13076	15825	28536	46420	54685	56584	59682	58736	60946	62518	61286	60538	64405	64166	62866	64252	63364	64152	63757	59196	56699	61768	52757	30743	23192	18502	8894	6875	12304	13062	18370	19907	12527	15868	20384	16868	16717	16911	17998	17119	12632	12461	19625	29286	33616	42244	48958	49887	48807	50001	45190	42857	46934	48228	46210	55789	53983	42610	44104	43634	45697	43200	37545	31963	44110	48534	52180	56383	37313	32844	36603	28749	21148	13923	5810	6876	7461	3854	5059	2842	3717	3345	2287	2437	3009	3613	3780	3042	3534	2697	4845	4251	3054	3464	4136	4301	6638	9104	6548	5882	6386	4877
6305	5029	6944	7189	9104	9219	5071	6167	6193	5903	5479	5631	3744	3581	4091	2958	3303	2583	2130	1501	4112	6059	6920	8653	11062	17956	15157	10923	21110	29929	20034	8592	11958	23920	32089	42774	48028	42898	44901	49250	34460	46744	57099	55113	56102	57818	59669	63037	61149	58562	61005	63717	58171	49869	41506	31906	22276	24972	25797	24313	15699	7096	7047	6142	6526	8459	5656	6314	11627	9657	4817	3507	8398	11412	17909	28872	47384	56934	58424	60160	59871	60391	62785	61176	61324	65108	64710	63228	64284	63512	64179	63059	57040	56000	60257	50027	35523	23356	18606	7712	8236	9700	14551	21001	17924	14265	16476	19911	14447	16367	15346	14520	14859	9731	12336	21494	25284	34903	46682	53183	54207	49388	51809	47389	45143	47455	46086	46809	57132	52141	42374	41789	36358	40041	40987	32965	27188	41952	46150	49803	52432	38041	34262	39685	33481	22501	13629	8014	6542	7806	5410	4764	2730	3136	3094	3053	2374	3060	4753	3648	2848	3515	3483	4063	3968	3631	5558	4872	5284	6267	8858	6417	5976	6795	5471
6949	5278	8068	8742	8647	9779	7983	5674	6017	5608	5546	5844	7098	4019	5469	3456	3068	2645	2035	3101	4343	5436	6398	9976	11599	18396	15734	13392	20132	31091	21957	11197	13863	25886	32675	42691	49122	44600	46005	50924	34421	45894	54213	53661	54113	57344	61823	63269	62423	58710	63835	63440	59040	50373	41551	29634	23420	19873	22088	20839	13678	6393	5926	6138	5588	6421	7832	7273	10370	10067	6504	2226	8270	14990	18734	33533	51081	56775	59134	60122	59772	61036	62592	60707	62450	64562	64720	63608	63684	64017	64487	63842	59855	57639	59483	52540	35357	25689	15925	8944	6938	10078	15949	20648	20985	17064	20412	18959	18229	19423	16056	13965	11776	11427	14710	21386	27622	34753	44021	53024	53167	51317	50634	48344	47281	50829	46580	46393	56259	53340	38191	38484	40429	42330	39005	30898	24997	38947	42361	47294	51860	40024	33204	41953	31934	19149	11008	5972	6433	8768	6535	5495	3508	3333	1872	4278	2861	4377	2926	2953	3944	3639	3254	4612	4989	4766	4278	5167	4243	6563	6601	7791	6304	7083	4219
5596	5673	7880	6306	7576	10119	6158	5165	8158	6249	6020	7061	5354	4076	4238	2934	1823	1806	2506	2694	2544	3690	5597	5738	8560	15041	13592	11871	18582	30171	18741	7876	11804	25189	33409	40235	47177	47869	50214	47368	34936	45342	54757	54504	53079	56417	61082	62959	59971	58642	63681	63582	60349	54788	45209	29472	21490	22860	22128	21566	12092	7231	6595	4380	5277	5717	5591	6853	7803	11382	3837	2837	7934	14272	18897	34908	53378	56870	59055	61131	61395	61911	63671	61896	62549	64975	64590	64709	64634	64620	64283	64221	60325	59181	60082	55167	38275	25204	18722	8148	7720	11642	17725	27687	23346	17572	22612	21279	17040	22621	16275	15509	15158	13250	13177	21370	29390	38455	45915	53615	54835	52405	52224	51395	49536	53086	51754	49583	57247	56019	43055	42178	42034	44006	44228	32983	28152	37709	41778	47128	51029	38280	35254	40042	31458	14635	12945	8852	7104	6989	4210	3400	3183	2330	2812	2930	3174	3760	4113	4417	3445	2677	4260	4990	4611	4087	3775	5068	6715	7506	7867	7287	5823	6944	4149
5054	5042	6030	6691	7820	7826	8465	5731	5336	4661	5255	6937	4494	4286	5020	3529	2575	2601	2503	1674	3225	4073	7100	5792	10837	15730	15584	12220	19007	28321	18212	8663	13017	26167	31291	43050	45044	44362	49714	48499	37714	42770	53725	53982	50601	55353	59774	62496	62119	59440	63130	64565	58283	54222	49170	32918	19964	26137	22015	20139	13166	5782	5972	4726	4668	5678	6113	7605	8927	8843	4901	4420	7998	13297	18326	34376	52764	57448	59030	60654	62027	62532	64312	62378	62965	65035	64447	64606	64019	64817	64806	64281	59265	57813	61624	55892	40595	22708	18372	11130	6836	9701	19422	23016	23158	18379	21556	19995	14690	15725	15575	12471	15050	15987	13826	21719	29022	38591	48684	56215	56074	54812	54460	51282	50893	52783	51165	47126	56784	52086	44454	41296	39150	41685	40549	34721	25860	40067	48096	45607	50094	42158	37049	39568	33543	20103	15055	10379	8230	5194	4208	4406	3059	3895	3153	2952	4066	3872	3531	4058	2895	3511	3936	4686	5096	4205	5004	5631	6311	8240	8305	6581	7586	6665	5374
7317	8078	8568	8643	8229	8830	7415	7546	5039	7168	4996	6542	3400	4401	3874	3781	2293	3521	3012	1369	3386	3850	6127	6965	11779	14899	17791	14255	22285	30503	21286	7959	15584	27058	33893	41648	46399	46349	45241	48563	34789	45030	53578	53329	54429	53973	61179	63227	61836	59944	62263	64048	60836	54095	46940	32887	16815	23940	23174	18843	10188	6599	4188	2947	4152	5721	6640	8168	9189	9470	4251	2852	5196	11457	16770	35855	52205	58008	59398	61484	61623	61995	63556	62662	63349	65137	64761	64326	64304	63693	64845	64027	59901	58387	59952	51585	35175	23834	16753	5949	6060	9766	21902	21446	21445	17243	18660	18124	13358	15765	14306	11745	13451	11135	10414	21570	26438	38252	47549	56588	55937	54615	53435	54084	49115	52074	49415	45245	54183	50238	40142	40985	36117	39113	40846	30279	24034	39744	43561	47983	49474	44831	39444	42025	29958	20356	13485	10893	8107	5401	3616	5015	4189	2618	3226	3275	3311	2896	3536	2825	3468	3133	3458	5262	4191	3974	3900	4995	5705	6699	9740	7851	6493	7787	6850
5918	6643	9074	6190	7874	5940	5300	6176	4997	4586	5887	5614	4076	3502	3933	3778	2065	2709	1816	2827	3072	4579	5514	7011	10646	15402	13925	12459	19149	28339	18242	7698	15504	25331	32435	41656	47072	42443	46782	46432	33034	42057	54123	54705	54404	55683	60798	61971	62624	60808	61857	63409	59602	53523	50944	34793	19096	17015	23755	21206	13680	5276	4118	3579	3219	3424	6447	7214	9216	10268	5675	2563	8197	10984	16027	31029	54456	56932	58102	60674	62228	61083	64196	61550	62079	64595	65125	64505	64335	64177	64805	64776	61561	59367	60815	55256	37295	25099	19902	7780	5174	13054	24412	19948	20702	16498	16008	17975	14134	15128	13202	12181	12846	11530	13024	21798	29503	40690	50227	55295	55787	52742	55612	54314	50058	53745	48989	50694	55986	55399	44748	41145	39090	43205	41573	32152	28891	45537	42418	43737	47468	42036	38730	40233	31485	18030	15201	6708	7753	4677	3056	2558	3546	2529	3274	2216	3680	3248	3399	3026	3368	2738	3243	3405	5403	4767	4090	5524	6131	7729	9768	8908	7327	6553	7048
3669	7543	8652	7440	5263	8148	5989	4886	4032	6577	5817	5108	5868	4986	5314	2971	1888	2979	1711	1896	3922	4492	6726	6032	11727	17725	16160	11779	16320	28458	15879	7194	13125	25542	33110	41502	47346	42029	47534	45789	33663	41672	51066	51492	50883	54255	56681	61728	62635	61722	62638	63154	60365	56897	49091	33111	22422	16606	18871	17409	14372	6655	3631	3157	4057	4622	6114	7699	11867	12954	3785	4292	6787	11740	14401	33466	51976	57105	58293	61682	60777	63427	64453	62240	62055	65189	64761	64199	64274	64910	65117	64833	63542	62351	59659	55499	42055	26583	18566	10682	5076	11948	19874	22890	20509	19162	18814	19696	12524	14339	12305	11054	12384	10808	14588	21345	29358	41560	49253	58347	56105	56085	57591	53347	51510	52736	51099	48343	57090	51490	41536	43744	37156	40917	41191	29110	30795	42418	39408	45348	50500	41438	39198	36296	26686	16733	11065	5781	5734	3758	2425	2848	2085	2407	3285	3685	3218	3744	3584	2917	3998	2661	4192	4139	5135	4748	5758	4529	5166	7640	8661	7860	6755	6288	6540
4764	5922	8634	7657	7621	7158	4863	5736	6769	6172	7613	6248	6655	6924	5735	3844	3096	3337	3091	2204	3613	4606	5324	8518	17114	20706	15869	10487	16695	27786	17623	9939	15708	26832	37929	44304	51789	43159	47700	48158	33377	44794	53545	52964	52335	54270	58521	62655	62546	61764	62775	62133	59656	55386	47681	32485	20389	18965	20354	16756	13605	8090	3937	3739	3180	5261	8165	10598	12184	9981	4967	4025	6835	12162	16884	35210	48403	56468	58517	59815	62667	63297	63994	61867	63028	64975	64732	64712	63856	64740	64692	65077	63155	61043	60412	51753	38873	22960	12151	7275	5995	7025	16332	19895	24257	14524	14365	16087	10747	10809	11135	8722	10687	11996	14622	20267	30391	37973	51679	57401	55375	55555	57267	51408	51869	52820	49733	51023	55553	52055	43019	44592	37273	40238	37526	26440	28874	42772	39309	42587	49512	38516	35111	38086	30379	16553	6976	5758	5742	3984	2408	1801	2712	2660	2840	4114	4431	3413	3032	3319	3539	3135	1868	4141	3930	3631	5425	5597	6152	7058	7972	9318	7927	7496	8133
3017	7067	7536	5852	7759	4711	6478	4665	5522	5577	6878	7420	6651	5964	5928	2932	2688	2857	3277	2282	3267	5920	6567	8899	15436	20670	13376	7208	14874	25027	16441	7016	15979	25871	37678	43790	49436	48558	50772	50048	36745	43244	53009	54968	51854	54377	56446	61967	62654	61527	61039	61773	60398	56406	49485	31826	17691	17922	22587	18428	15550	8479	4262	2393	3054	5229	8266	10797	12874	13345	5921	3754	7412	12935	15353	33829	50436	57064	60172	59995	61931	62327	64557	62735	63484	64689	65454	64962	64935	64297	65280	65090	63866	61900	61676	52986	41439	24513	11738	8197	7967	8367	14779	22254	21665	17465	17668	17669	12491	11154	9419	7825	9757	9322	11571	19923	27687	40970	49172	58109	57590	56618	56985	54731	51708	56189	52575	48479	56266	55197	45552	45593	42631	41507	40838	26138	30902	43411	41122	45059	48661	35976	31523	38917	31569	12365	7484	6818	4856	5058	3149	2676	2752	3261	3394	3402	3953	4164	3567	2407	3057	2419	3347	3148	3981	4433	4471	5311	6835	6589	8777	7837	5561	7251	7484
