5155	5357	5319	3682	4088	4829	6399	5896	3579	3192	3921	7808	8320	6058	4810	4916	4992	4638	3658	5447	6908	7618	8815	7648	8668	7204	8305	9087	14404	18264	16325	17711	14181	11659	11148	11892	15441	17274	19169	25458	31665	35310	45276	46178	50310	47304	43812	47028	49338	46841	42730	33436	26799	35610	44592	48475	50649	47758	48928	48886	50539	53801	53615	52674	52350	55240	58095	59427	58188	55745	56741	55565	58452	60577	61110	60177	59069	56895	55624	54376	51214	47893	43305	34667	30179	25752	25986	28239	32429	32045	29020	28096	23674	22258	19714	15030	9719	8566	6385	9367	8499	8755	6950	7199	10209	8052	5852	7078	11632	13941	16087	12325	7276	4763	4697	5739	9297	11066	10110	9147	7297	6951	10594	17079	29406	39788	45864	47642	50480	53362	56211	60681	61793	62528	62603	60457	61596	60348	59117	59593	60650	63482	64116	64307	64390	63324	61856	61195	60727	59392	60814	59529	61894	61287	62003	61204	58864	55219	53646	57738	59593	59322	59473	54459	51946	45709	38216	31796	22526	19727	14315	9827	7502	5329	6989	8680	13423	18179	22229	22519	21429	18020	14633	12839	14140	17211	20217	18464	18753	19380	21903	21848	22702	24199	22056	20494	20079	18996	16412	13000	11103	9907	12683	16202	16565	11986	12458	15123	16687	23042	33304	39100	44107	45879	48719	48981	48585	53956	55791	53596	55747	50718	48450	47678	46080	42410	45455	49953	56210	58924	58612	54660	49354	46644	49557	50882	50793	52821	52829	56323	52582	49479	47653	43288	47672	57368	56464	56802	55975	54947	54750	51442	44897	33124	25068	26267
4621	3747	4114	3559	4539	2994	3663	2681	2617	2826	3107	2594	2132	2284	2354	2529	3067	1912	2329	3641	5728	5855	8730	6609	7014	7321	6935	9935	14869	14767	19187	15861	10244	6608	4899	6079	7485	15164	16152	19105	26082	32761	41758	47841	52889	51917	49772	49982	51475	49735	44519	34875	29228	37957	46234	53237	52664	51920	52837	51377	53388	55866	54618	52322	55002	56226	59608	61556	61158	58168	56577	56705	58973	61272	62628	62034	61160	57384	53012	52767	51437	48371	38576	33680	26921	25540	24270	28451	34879	31375	27934	26043	26107	21620	19058	15798	10235	6948	6913	7037	6618	6796	8169	6522	5610	7139	6480	9816	11953	15891	16972	12117	9086	4378	3163	6539	9586	10393	13502	8114	6207	7830	12089	21929	34768	43487	49545	49821	53195	55101	58850	60778	63396	63650	61263	60641	60903	60809	59058	60323	59929	62512	63736	64431	64188	63828	62950	61898	61640	60697	60263	61593	60876	62110	62433	61465	58375	55786	54151	57513	59416	59291	58549	54634	48901	42240	35877	27438	22334	18219	12449	7627	5491	3761	5592	10202	14610	17624	20866	21065	19192	16273	10931	8978	12866	16042	18250	19425	18372	18392	22217	26252	26254	21988	22275	21052	18639	16498	15101	12345	10315	9237	12767	14914	14811	13606	16110	17109	18467	29661	36752	40958	44861	48526	49525	49036	51253	52358	55950	54421	49778	46825	45448	44232	44025	44190	43038	50883	56503	57700	54902	53596	47394	40743	43948	46997	46312	49681	50458	48120	50608	44865	41991	39193	45340	49597	52676	53049	49560	51422	49282	50550	46960	33672	24762	21755
3912	2881	4478	5600	3379	3462	2369	3145	3518	2347	2543	3497	3093	2659	2835	2354	2685	3750	2297	3926	6623	7434	11257	8571	8772	6449	6739	12088	13894	17702	21919	18750	11745	6991	4499	6693	10454	12480	17183	24045	29009	35351	40941	47879	51996	50092	47201	47991	51958	49848	45423	35197	32845	36473	48538	52593	54256	51645	49271	53734	56243	58114	53499	50813	52032	55584	60019	61559	61730	60856	57247	56874	59760	63288	62367	62872	59899	56104	52794	48879	47825	45448	40105	32107	23050	20856	25299	30889	33665	29918	26916	24486	23362	18765	17814	12768	11510	5714	6582	8277	7420	7910	7829	8738	7967	8848	9774	9751	14737	13631	16761	11476	9048	4624	3586	5630	10258	11625	14725	13003	8924	8493	13377	25670	37868	45165	48585	50015	54808	57374	60624	61169	63504	62123	61821	59285	59955	61121	60468	59636	61972	64008	64108	63767	63136	62710	62105	61196	60086	61234	60513	61711	62025	63740	63074	62451	58535	57994	57120	59562	61061	60073	59569	55124	49695	43642	35047	29892	23069	20348	12920	9339	6054	5303	5684	6227	11139	15076	19847	22215	18062	12899	12137	11495	14322	16663	18202	16424	19516	21649	20820	24015	24602	20028	20059	20445	15930	16947	13915	11990	11825	11292	14378	15418	15708	15549	18196	17951	21563	31622	38766	46572	47784	52308	50593	52236	52667	56356	55937	53632	48213	43080	45264	46271	46947	47471	48435	51420	57870	59812	56750	51063	46289	45556	45937	48787	51336	53490	53074	51843	50982	45620	41365	37591	42550	47523	49022	48095	46905	49366	50140	50060	44866	30317	20486	15291
4642	3412	3902	4967	4095	4711	3674	3463	3530	3285	2434	3714	2964	3583	2735	4024	2659	3380	1930	2954	5576	8116	9592	7644	6615	8176	6958	8542	14589	18863	18532	13191	8444	3841	5503	9164	17030	21373	22961	30724	34961	39858	44084	49299	53692	52409	49134	49909	52257	51966	42047	37417	33165	42407	47718	53812	53544	54696	54268	56356	58569	56769	55848	53379	52862	55290	60224	62336	62551	60038	57487	57789	60244	61701	61758	62073	60312	57405	55874	50623	49416	46887	41336	35060	26996	25896	26802	30658	31237	29163	25487	24514	22163	19474	19549	14637	8633	6241	8118	8685	8328	7538	8501	7977	7930	7540	8004	10088	13655	14890	14483	13186	7665	5297	4006	6050	10761	13942	16605	12204	9831	10568	15927	25553	36783	44687	50216	49543	54932	56194	59292	61740	62265	61286	60962	60970	61649	62016	61645	62030	61815	63768	64565	64292	63450	62894	61024	60369	60802	60936	61108	62328	63238	64088	63352	63570	62586	58595	59001	60660	62685	62107	60266	58118	54133	47062	41281	34232	30682	23742	16654	11244	6804	6308	9010	10777	12736	17717	19058	20070	21731	16084	12699	13784	13292	17859	20552	20329	20502	20054	22489	26266	24367	22164	20937	20466	22958	21290	15413	13047	12145	13154	13926	19465	20262	17035	16352	20279	23282	30044	40801	43323	50401	49640	50586	52707	53074	54733	55961	52748	48763	46203	46060	50247	51108	49874	49683	54580	59839	59876	60594	54947	49357	48374	47911	54512	55428	55912	57138	56941	54055	53204	47314	39728	45792	48208	53643	53534	49166	49198	50455	48451	43855	29279	16371	12367
4734	4045	5289	6667	5342	4072	3532	3429	2746	3925	2098	3127	2479	2066	2981	2154	2876	2065	1402	3339	6103	7830	9015	8046	5741	5411	6264	7374	13629	17084	17974	13400	7596	4925	3644	8865	18670	26921	28281	29594	35590	39602	47117	51771	54226	56869	54542	56570	56783	54537	48424	39467	36139	44828	51584	54888	55512	57431	55173	57112	58599	58258	55444	56259	55079	57237	61081	63441	61567	62209	59149	57688	60484	62008	62937	63517	60206	56891	56048	54071	52806	47554	42408	37123	33615	27557	28000	31186	32522	31691	26330	26213	24517	23866	18517	14198	9816	7179	7060	9669	9043	9304	8435	6700	9296	8685	7464	10124	13535	15478	16386	14508	10165	6156	5045	6718	9266	13983	15271	13914	10514	12749	16965	30181	38187	44746	49760	49025	53084	55806	58216	61061	62595	62025	58603	61199	61509	62353	61605	60774	61567	62961	64258	64712	64668	63781	61679	60837	62477	61449	60396	63201	63442	63820	64574	63405	61827	60489	58857	62697	63563	62730	61009	59672	55984	52721	42440	38394	29813	27498	18543	14234	9077	6863	5772	7810	15588	14108	15800	18542	18176	14020	13119	9120	12674	16100	18598	19128	16850	20004	23888	24003	23934	19565	19859	16916	14105	17483	15310	11042	9616	11013	13681	16772	17370	15891	15631	21217	24596	30056	38753	45633	49101	48248	51559	51083	50724	53059	52960	53567	49260	44059	49758	50810	52876	50696	49540	51695	57946	60452	61446	55235	52362	46193	49096	50034	54362	53911	56439	54802	54725	50721	49524	40398	42560	48300	53145	53151	51599	54969	54164	50776	48170	35102	20148	13243
5159	5299	6900	5217	5933	5947	3081	4594	3457	3961	2545	2744	3097	2817	2406	3692	1963	2295	3402	3573	7589	10041	9416	10102	9022	5807	5630	5250	9507	17374	20122	13665	10701	3795	4958	7683	16652	22335	29057	29152	29919	35918	44618	50899	56311	56713	56678	55824	58603	56962	51840	44531	40220	46024	51151	56265	56543	55972	54463	54106	57446	58254	56941	56050	56153	58312	62044	63071	63652	62255	58568	59164	61515	62265	63026	63456	62620	59412	58672	52494	54125	48813	43576	38087	32887	27538	28743	31092	32026	32162	26480	23084	23166	22044	21207	15889	10075	6394	6351	7825	8321	8104	8223	7555	8344	7269	8469	9496	14411	18299	16806	16886	11341	6447	4350	7130	11810	15324	16503	13741	11648	15942	23401	33531	43638	51941	51886	53750	56480	55824	59742	62654	62593	61970	61669	61922	61754	63098	62883	60579	62874	63782	64645	64561	64467	64157	63346	63560	63001	63733	63673	64204	63923	64631	64389	64774	62296	60978	59598	61397	63661	63649	61901	58931	54873	50019	45101	37569	33461	25502	17905	14711	10371	6424	6778	8869	10822	12078	16276	18327	19783	14040	12300	10573	12221	13681	16748	16438	17021	20412	23861	22968	21953	18852	18311	15444	16755	15484	12450	9585	6921	9152	13127	15162	16383	15734	20168	19427	24993	35625	42735	48015	50695	47834	50104	50978	51923	51531	53130	51334	50891	50825	52856	55468	53664	50923	47223	53459	59085	60373	60089	56754	51755	47865	50218	51094	52946	51335	54392	55182	53644	52198	46649	41831	43974	50056	52965	54886	53842	55818	54951	56687	50441	38474	24739	12951
4766	5737	5004	3189	4677	5038	4237	2950	2375	2694	4551	3854	2652	3548	2800	3154	2495	2356	2568	4209	5065	9889	10555	8699	6735	5564	7065	10239	12853	16441	19700	11013	7901	4547	5673	7654	17028	21070	20663	22716	27958	33210	41558	50371	56994	54510	53634	53530	56428	56341	47126	38938	37603	43407	52850	55728	56890	55606	54209	52984	55985	55364	56075	55811	55373	57609	61549	62981	63495	61320	57840	57801	60487	63910	64127	63794	62250	60953	59530	57230	55157	51555	42470	36999	33909	29696	34748	36632	33904	28942	24178	24732	25496	22638	18403	13751	10703	6765	7368	8393	8351	9303	8920	8301	8202	8761	7687	11205	14143	17853	17301	15948	7739	5538	4610	9247	10674	12174	16109	10548	11925	15616	24222	33128	44313	50732	54074	57556	56691	57034	61214	62357	63252	62336	60788	62237	64003	63993	62904	62911	63159	62946	64912	64519	64625	63905	63612	63630	63087	63531	63817	63833	64578	64776	64938	65000	64122	63016	62001	63625	64493	63859	61905	59863	57063	53538	48946	40954	35819	29255	20934	14641	12432	11565	9203	11057	13087	16908	18725	18538	20203	16184	13450	11057	12745	16334	18581	20204	20571	21938	23205	24641	27855	18009	19244	19198	18682	18010	13546	11601	9844	9809	15350	15971	17239	16953	15534	20463	26854	33768	39534	48293	49706	51037	51034	48285	49315	52082	55127	52507	53529	53961	56446	57606	58055	53397	51628	56105	60551	62043	61943	58891	57119	54318	53820	56792	55922	57716	58165	57399	53394	54217	48080	46958	45598	51894	55621	56576	57217	56259	58649	58079	56140	45591	26228	18290
6456	4526	5783	4970	4065	4608	2852	2970	2469	2326	2452	2708	2135	2746	2570	2767	3306	2510	2799	4373	6106	8796	9387	11033	7242	5672	6734	6999	13001	16419	18205	13234	8949	4542	4615	10018	12841	15026	19707	21940	28658	33341	43926	52429	53332	54481	51813	51167	52787	53541	46833	40694	33648	41995	50579	54998	54611	54703	54647	52300	55991	58823	58197	56648	56215	59227	61895	63371	63803	60407	58938	58042	61144	63734	64191	63664	62899	61204	60360	58156	56921	49726	41141	36969	31007	30895	33702	37140	33909	30940	26329	24044	23617	21119	20682	15347	10209	8838	6691	8451	9571	9234	9438	9461	8413	7612	9244	11118	13092	18536	19665	13731	10826	5390	6844	6787	11290	12927	12838	13091	12110	14547	19460	29725	42073	49051	50548	53162	54724	55898	60104	62340	63009	60434	60774	62759	62667	63451	62354	61791	62421	63875	64394	64973	64348	63651	63214	62533	62456	63113	63488	63980	64053	64612	65035	64240	63535	62313	61164	63804	64632	64665	63301	61197	55898	51609	45472	39208	33357	24279	19474	13212	13278	11877	7252	9648	9732	13004	14635	18615	17789	17287	13242	10037	13172	14139	20508	18550	20852	20388	24303	23542	25482	19790	20087	19202	19158	17974	16165	12535	10051	11222	12020	12947	14040	15366	17241	19594	23110	32171	36841	44149	46848	44014	44416	42365	44090	46886	47985	50625	51771	50208	53272	57091	56256	49794	48121	52344	60552	61162	62957	58641	54587	55152	54546	56170	55623	58819	57224	56501	55914	54918	51882	48745	51836	54540	56120	56009	56400	57401	61130	59361	59372	49236	32618	21308
5112	4072	5995	4919	5995	4608	2977	3817	3133	3982	2272	3963	3248	3578	2916	3186	3158	2617	3344	5486	9261	10276	11405	9653	8243	6427	7462	10620	16033	21236	17323	17929	9886	4796	5055	10606	15194	18762	24623	26606	36549	41828	51319	55871	57853	56246	52442	53545	53316	55087	45277	37732	39090	45365	51959	56295	58121	56079	52816	55124	60482	59369	58840	58963	60151	61110	63558	63476	63290	60807	61208	59926	61067	64107	64787	64307	63051	60523	58351	56951	55267	44269	37535	30409	24583	27291	29993	36922	34865	30221	22909	21848	23456	23037	16133	11082	8932	8875	5951	8963	7957	9100	9581	11279	9687	7329	8386	11778	13313	19029	18484	17702	9071	5696	3464	8220	10997	13161	14207	14233	12344	16050	19853	31398	40790	47858	48744	49835	52774	55762	58614	60565	61612	58953	60431	60287	62253	61935	60985	60320	61190	62982	64359	64339	64575	63123	62856	62952	62375	63100	63596	62843	63469	63726	63713	63284	62581	60880	61769	62910	63611	62839	61542	57081	54912	49181	40631	34748	28448	21435	15576	12881	12704	9385	6644	8020	9026	13297	14940	15838	20892	13365	12566	9877	13017	16364	19799	18603	20341	20890	19849	24114	22108	19387	17898	17007	17202	16122	14771	11528	10704	10820	12784	15262	13424	14639	15874	17738	23512	29469	36684	36730	42878	42398	38120	34891	38989	40208	45324	41813	45388	46431	50136	51519	51092	47383	41248	47038	55204	60031	60959	56594	51085	48307	50567	51479	53114	55760	55088	54738	54213	53585	52669	47659	49669	53143	55635	56800	56505	58041	60892	61559	59731	50530	35921	24716
4392	5097	4654	3929	4199	4318	2957	3724	2932	3641	3554	2902	3276	3733	3921	3502	3113	2867	3483	4784	7057	10818	11380	10312	8012	8196	7484	9145	13405	19636	19900	19082	11446	7830	5329	9386	17323	23595	27669	31745	37316	42052	52633	55314	55893	54106	53931	54027	55042	53715	51083	41878	40512	45662	54901	57993	57352	57241	55798	57653	58917	60069	59394	60354	60512	60946	62202	63471	63143	61365	59311	58732	61301	63882	64324	64416	62053	58829	57051	55429	50872	45688	38914	29221	23947	24224	30442	34150	33187	28004	24760	21947	21851	23364	18791	8842	7022	6378	7173	8248	6404	6877	7085	8421	7747	8477	7795	9275	15758	16317	18291	13930	9884	6308	5528	9165	12673	13388	15019	13599	13927	19610	23611	34527	44193	48396	52296	55926	56005	60227	61949	61719	61872	59120	59797	60688	63085	62897	62438	60594	60377	64329	64650	64980	64491	64534	63523	63508	61852	63107	64141	62912	64333	63970	63621	64177	63136	61075	61531	62436	63424	62740	61774	59485	53275	47085	42641	33867	27332	21281	13019	11356	9810	7897	6506	7047	12081	13755	14602	20786	19643	16121	12623	12585	16323	19250	21493	19357	20038	23908	25001	24410	23991	22055	20392	19920	22136	21382	15474	12856	12215	11445	14732	16942	17545	19996	19239	20490	23957	32698	33989	40714	42789	42495	42073	39777	41197	43045	43351	45770	44752	44922	48740	50012	53524	50365	46288	47012	53192	59180	58326	57650	50123	48341	45695	46692	48635	53465	51542	52151	50753	52197	47368	42500	43203	50174	51818	52186	53561	57607	60997	61642	60526	53390	37793	23284
