4700	3681	3367	2534	2796	3069	3533	3593	3912	3714	2687	2834	2743	3297	2053	2596	2806	2255	2171	8373	10131	9871	7188	4084	8980	17270	35696	43821	51279	29799	44837	45906	47226	48530	60894	55267	56480	62289	54361	51966	32018	36813	32355	16751	7178	8941	9435	10938	16623	7027	7808	6338	6167	33098	41703	48475	52148	61327	54268	63001	54126	56369	60186	61357	58983	60647	60268	45170	27511	15801	26026	25054	13832	14538	18311	18157	18183	9686	9433	11857	8909	15213	46392	52621	54286	58329	58897	58395	64062	59968	61053	61457	57388	53267	60252	46359	15401	12538	15184	7699	8990	5882	3595	6133	5079	3940	3989	4254	2515	2971	4023	3900	2627	3029	2952	4311	5228
7441	4525	5910	3470	4212	3797	3914	4855	3046	3092	2873	3933	2851	2489	2522	2561	3157	2484	2570	8306	8700	9713	13221	6147	10313	18082	41056	52656	59300	34210	45075	47577	46918	50229	60535	57826	62437	62922	49674	39298	23592	22401	23627	16731	7444	9380	9618	9463	15932	5772	6318	6186	8592	42572	55676	60345	64682	64605	62639	65003	63806	63788	64569	64436	62237	62926	58102	29404	14653	4826	10139	18787	12709	13028	14139	18283	15984	14252	7808	14214	8012	27448	56032	58450	61744	64524	63135	63250	64887	62060	63464	63453	61413	63253	63771	55901	25849	25461	28434	10528	9305	8321	3417	6598	6498	3962	3829	3518	3245	3411	3615	3407	2597	2547	4360	3712	4975
7543	6121	4617	3625	5339	5325	5938	4813	5797	4423	4103	3274	4581	2638	3511	2726	3318	3825	4953	8362	8801	14964	18231	7022	11238	21689	45212	53202	50246	32694	49447	51835	52792	54435	60617	58093	63025	58953	50684	34606	21480	31727	25623	17281	6687	8937	7757	8815	17272	7057	9390	11064	8625	35713	47929	58187	62898	57802	57620	63250	59944	59787	59584	59540	50821	58483	48518	25386	9382	5141	13120	19751	11466	14231	17114	22263	19626	15379	7645	14370	12252	19535	41919	44467	55842	50520	40034	45462	56299	45820	50127	51512	49285	54931	56023	54699	32495	31154	25376	11926	6859	8267	3538	4412	4420	3720	2681	3451	2876	2988	3173	2651	3258	2388	3260	2978	3668
7805	4988	4457	3824	5210	6380	6304	5681	4006	6527	4501	4347	5332	5212	2854	3642	3165	3053	4572	8545	7209	12060	18321	7140	18100	31158	45957	52589	52862	35446	51322	54545	56679	56472	61236	58895	62173	59489	50230	37324	25219	30788	25168	14902	7009	10088	9817	8169	17052	6809	10831	15142	17057	41197	52501	59652	60437	61705	62479	64193	61593	60012	62644	62854	59476	61667	55694	35552	18591	7688	12061	20543	14352	16272	18144	23062	19802	17932	11544	16966	16996	30482	48405	52588	53506	46624	47461	50515	57834	44951	52302	53622	47537	46811	51808	49764	23122	17707	23316	18978	8698	8524	4194	5114	4465	3949	3347	2371	2816	3270	3573	2650	3102	2628	4152	4012	3689
7437	5779	4485	3570	3874	4771	6973	5840	6073	7004	4821	5893	4138	5383	3628	3206	3948	3543	5171	9870	8959	8344	17344	6383	14633	22151	42726	54804	54775	41890	54383	55644	55320	54825	62915	60958	63191	62278	56173	44796	32362	31249	23141	17564	8174	9238	9640	8806	18265	9601	9228	14279	18968	47127	53900	61518	62667	63357	62633	64687	64832	62627	63770	64666	61844	64179	56017	39439	22296	11129	12274	16477	12615	14123	19217	24328	17885	17724	9278	12270	18708	30352	47858	46857	51214	53297	52566	50822	59646	51227	55498	54473	48597	48605	53661	59739	34503	25058	33028	20201	11278	7544	6347	5231	4468	3409	2725	2353	2304	2839	2880	4106	3602	1930	3376	3125	4612
7935	6735	3548	4573	4580	5793	6138	6396	6009	6765	5504	5178	4774	3541	3091	2983	4546	4382	6205	12463	9868	15348	23177	9292	18352	34673	51408	54408	55306	44680	55542	57120	60324	59862	63149	60609	63509	60655	49821	33678	27379	29662	23918	11429	6496	7955	9689	10019	17725	8382	11926	16358	23336	48745	57605	61037	59968	62497	61221	64714	63157	62681	63740	63481	59765	60267	49457	29790	13804	8757	9442	13628	9991	16845	20334	21437	19821	17438	11319	15869	17642	33648	42599	41572	41461	39246	47964	48040	56725	43802	47005	46831	42615	42165	51037	60495	41302	26577	35062	20395	10117	6840	3591	4635	3589	2992	2850	2794	2854	2737	3060	3860	3500	2968	2416	3665	4054
7217	6243	5020	5070	5500	6748	6824	4496	5801	4768	4676	5414	5222	4130	3300	3320	3901	5196	8030	12763	10713	13042	23848	6559	18364	35806	49136	51710	53944	39720	55378	55165	59349	60177	63349	60639	63789	61446	50525	28087	22824	28020	24147	14874	7345	7016	7872	10167	13952	6879	7017	10238	19748	47434	54963	58500	60421	62305	60920	65079	64033	63322	63515	63691	60762	61969	48336	28694	10660	8344	11099	18493	13437	15497	18098	19753	14672	16697	11779	17601	24238	38460	45096	45672	41709	45926	48633	44703	55399	38801	47224	46806	41235	41561	50578	58128	33695	25669	32624	21240	7769	6336	6441	4214	3485	2660	2769	2633	3240	2645	2401	3478	3309	2888	3723	3348	4519
8347	8005	4495	4855	5637	7420	5688	5986	5472	4871	3881	3703	4405	4341	2629	2102	3370	5053	7247	15205	9935	14497	22814	8614	18340	31727	47986	48576	52690	40010	51915	56176	56543	58410	62848	60662	63495	59840	48736	23974	19733	28249	18793	9899	8932	6637	5803	6592	14142	5961	4459	11339	21011	44975	55948	58707	60625	60886	59750	64817	63632	63254	63153	64225	60544	60641	49758	26648	10092	7989	14316	19516	15282	14870	20741	21969	16883	14857	10878	13858	21017	32455	47769	47800	48256	46899	50152	48666	57811	41784	43048	45606	42574	31798	46889	57594	38187	30704	28292	20953	8872	6441	4055	4947	3552	3451	2263	2329	2697	3336	1888	2518	3381	2172	2890	3354	4113
7338	7443	4487	5840	7739	7465	7479	7398	5908	4522	5131	3289	4596	3184	2032	2408	4637	6674	9393	19156	13027	19304	29384	12030	16254	29677	42953	46088	46659	38613	51945	55792	55574	57517	64024	59086	62523	58547	43749	27816	20146	25979	20803	11230	8710	5660	7808	9498	11278	5320	4959	13462	20488	49869	57506	60090	60311	61086	60768	64762	63404	63105	62153	64323	57364	60293	44106	22231	10973	5201	13515	16873	15745	15860	17113	18084	14629	15557	9667	16776	26700	39329	46515	44290	46874	43293	45958	46233	54178	37023	38758	44364	39848	32543	46485	56944	42411	29950	27220	24421	8646	6947	5150	4478	4209	3257	2209	2470	2819	2416	2924	3974	3415	3679	3338	4917	5395
7606	6938	6523	5431	9092	9606	8824	7061	5691	4909	4957	4668	3728	2436	2246	2576	3215	7220	9320	18325	15523	21622	28044	11532	17350	30846	43104	48674	49959	37534	51220	55436	56033	60096	62779	60057	63376	58150	44759	24421	23627	24967	18377	8228	5968	6752	6343	7183	10212	4749	5069	13321	23257	43476	54132	59589	58744	61426	58788	64410	63584	63338	63860	62844	55301	59600	39284	19774	8346	9898	13554	16633	16442	16534	14945	16611	15954	13946	9692	17031	27078	37862	48693	45381	47845	44526	47372	48386	53621	41021	43958	43736	38259	35966	48848	53394	45040	32326	34682	24555	11344	7663	5141	3807	3624	2357	2049	3205	3772	2146	3461	3931	4598	4213	3701	5693	7329
5091	6418	5762	4561	7816	8413	8199	4482	5132	4836	5118	3316	4003	1850	1802	2213	3446	6809	7585	16648	11980	18720	25755	8572	17578	29929	45927	46010	47120	39063	51265	53912	55977	60688	62732	57087	64181	58383	47954	28473	23448	25049	20026	8299	6811	6642	7350	7508	11380	4544	5454	11638	21335	50643	56885	60923	59712	63076	60589	64558	64221	63704	64822	63631	56047	60204	42730	22463	12567	7971	12791	19579	14358	17388	15558	17301	15378	14088	12113	20168	30523	44122	52478	49201	47373	44613	50866	47067	55254	41707	43196	44122	36835	28816	45305	50629	46040	35493	37419	21859	10118	7001	7167	4999	3587	2827	2908	2494	2097	2354	3124	4845	4196	3137	5106	4944	5973
6787	6881	6444	6321	7100	8122	8902	6122	5622	6116	4188	3600	3371	1442	2870	2055	3021	7451	9370	13013	9195	18553	25951	9120	20614	32504	41432	45586	49956	37941	51748	53105	56053	61572	61572	59004	63721	59187	46572	28527	18173	23646	16176	6366	4986	4711	5774	7301	11309	5253	6823	12515	25779	50808	56583	60693	61049	63268	61185	64554	64938	63935	64317	62796	58545	60051	41336	20787	11996	7859	13756	23678	19524	18144	18826	17599	15385	13431	12503	21917	31026	45558	54646	52763	49511	45953	51233	47303	55881	39999	39346	39357	36177	28173	41724	50076	44450	34252	38272	18129	9820	6790	5834	4815	2787	2670	3809	2726	2849	3686	3659	3623	4606	4426	5325	6665	7291
